uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
218,100,22,1,14,2.96,408,103,MO,4.2,no,65.7,374-1684,91,33.85,18.85,yes,1.13,221.8,1,199.1,0
219,100,79,2,34,11.55,415,78,DE,14.8,no,256.6,391-8124,102,17.63,20.09,yes,4,236.3,4,103.7,0
220,90,93,7,42,12.01,415,102,OH,11.3,no,266.9,397-9184,130,25.89,22.74,yes,3.05,267.5,5,152.3,0
221,100,84,2,0,10.06,415,97,WA,12.7,no,223.5,367-5226,148,49.15,19.87,no,3.43,233.8,2,289.1,1
222,126,121,0,0,9.4,415,82,SC,,no,208.8,415-6347,81,24.62,17.05,no,3.59,200.6,9,144.8,1
223,88,85,1,0,8.34,408,105,PA,9.9,no,185.4,405-9573,94,24.55,22.49,no,2.67,264.6,3,144.4,0
224,114,115,2,0,11.07,408,96,DC,16.4,no,245.9,393-5802,94,30.38,23.04,no,4.43,271,5,178.7,0
225,107,58,2,0,8.15,415,88,AR,11.8,no,181.1,389-6082,84,40.61,15.91,no,3.19,187.2,3,238.9,0
226,110,122,3,0,9.53,415,84,NY,9.7,no,211.7,352-6833,103,29.51,7.79,no,2.62,91.7,7,173.6,0
227,116,64,1,0,12.3,408,110,VT,8.9,no,273.4,349-2157,91,24.74,19.41,no,2.4,228.4,8,,0
228,95,117,2,0,9.18,415,88,AK,14.7,no,204,337-8078,82,30.86,17.43,no,3.97,205.1,9,181.5,0
229,87,183,0,0,7.95,510,116,IL,13.5,no,176.6,399-1750,109,18.41,15.61,no,3.65,183.6,2,108.3,0
230,100,81,0,31,,415,97,IL,9.7,no,168.7,375-3658,120,35.77,19.17,yes,2.62,225.5,4,210.4,0
231,114,158,2,0,10.59,408,69,NM,0,no,235.3,377-2725,104,29.31,21.81,no,0,256.6,0,172.4,0
232,78,61,2,40,7.83,408,100,PA,10.2,no,174.1,343-1347,115,17.85,15.35,yes,2.75,180.6,2,105,1
233,112,50,3,22,7.13,415,99,MT,8.5,no,158.4,360-2107,146,42.99,15.12,yes,2.3,177.9,4,252.9,0
234,112,65,1,0,9.91,415,96,MS,4.4,no,220.2,343-2095,104,23.14,23.2,no,1.19,272.9,2,136.1,0
235,116,101,1,0,9.33,415,114,MO,7.3,yes,207.3,375-3341,109,26.59,11.08,no,1.97,130.4,5,156.4,0
236,131,52,2,0,8.66,415,118,OK,11.6,no,192.5,397-9928,106,21.23,25.54,no,3.13,300.5,4,124.9,0
237,79,105,0,42,,510,97,IN,12.9,no,241.6,337-4101,77,17.32,18.96,yes,3.48,223.1,2,101.9,0
238,97,174,1,0,7.5,408,94,ID,11.4,no,166.6,359-5893,54,32.66,14.44,no,3.08,169.9,4,192.1,0
239,113,60,0,29,4.86,408,94,AL,14,yes,108.1,411-7778,82,45.2,18.34,yes,3.78,215.8,12,265.9,1
240,104,124,3,0,8.07,415,77,KS,10.2,no,179.3,371-6990,104,26.96,17.95,no,2.75,211.2,8,158.6,0
241,126,166,1,28,,415,76,KS,11.4,yes,128.5,334-9163,72,29.89,21.56,yes,3.08,253.6,5,175.8,0
242,99,113,1,0,7.75,408,125,IA,10.6,no,172.3,395-5285,67,32.95,18.82,no,2.86,221.4,6,193.8,0
243,92,110,1,0,4.93,510,81,MI,14.8,no,109.6,357-5784,74,3.21,21.96,no,4,258.4,4,18.9,0
244,112,138,2,0,9.66,415,107,AZ,9.8,no,214.6,332-3381,104,14.89,22.69,no,2.65,266.9,10,87.6,0
245,117,64,3,0,7.33,408,108,GA,6.4,no,162.9,356-1952,84,21.1,16.39,no,1.73,,5,124.1,0
246,123,126,1,26,6.95,415,114,MI,9.6,yes,154.5,394-3048,102,21.98,15,yes,2.59,176.5,7,129.3,0
247,140,120,0,29,7.51,415,89,WI,10.6,no,166.8,414-2905,83,41.53,27.4,yes,2.86,322.3,6,244.3,0
248,100,55,0,0,11.16,510,99,MO,17.1,no,248.1,362-1146,87,32.13,10.07,no,4.62,118.5,6,189,0
249,152,100,2,0,,415,115,AZ,15.2,no,179.8,333-2337,88,32.05,12.61,no,4.1,148.3,5,188.5,0
250,99,86,0,21,9.36,408,100,HI,10.1,no,208,398-3004,120,33.64,14.08,yes,2.73,165.6,9,197.9,0
251,104,94,3,0,11.59,408,144,KS,,no,257.6,379-7215,61,45.76,16.47,no,2.4,193.8,2,269.2,1
252,137,148,1,14,6.52,510,72,ID,17.5,no,144.9,421-1469,84,15.91,16.47,yes,4.73,193.8,5,,0
253,140,89,1,25,7.29,415,69,AR,10.6,no,162.1,365-4728,117,36.57,16.78,yes,2.86,197.4,10,215.1,0
254,103,129,1,36,9.74,510,83,OR,16.4,no,216.5,331-5999,118,32.78,15.05,yes,4.43,177,5,192.8,0
255,111,90,1,0,6.79,415,115,CT,13,no,150.8,347-6994,122,29.9,24.24,no,3.51,285.2,7,175.9,0
256,93,117,2,0,3.82,408,56,WA,,no,84.8,381-2498,118,32.49,24.04,no,3.24,282.8,4,191.1,0
257,117,119,3,0,8.93,415,101,ID,7.6,no,198.5,327-4795,111,39.17,19.13,no,2.05,225,6,,0
258,97,75,2,37,11.19,510,110,AZ,,no,248.7,385-7387,97,20.66,23.07,yes,3.05,271.4,5,121.5,0
259,101,104,0,0,,408,117,UT,13,no,102,418-4637,146,44.78,20.02,no,3.51,235.5,4,263.4,0
260,106,149,0,18,8.02,415,106,ME,6.5,no,178.3,392-1376,98,25.25,9.73,yes,1.76,114.5,4,148.5,0
261,112,58,4,0,8.21,408,122,MA,0,no,182.4,411-6598,87,29.65,22.59,no,0,265.8,0,174.4,0
262,35,124,2,30,10.19,415,101,MT,12,no,226.5,420-5652,82,24.57,22.3,yes,3.24,262.3,7,144.5,0
263,112,155,2,23,9.62,415,106,OK,13.4,no,213.7,328-1206,123,41.46,11.31,yes,3.62,,11,243.9,0
264,113,54,1,0,12.04,415,156,MD,11.7,no,267.6,408-6302,117,46.55,10.17,no,3.16,119.6,3,273.8,0
265,84,121,1,21,8.66,415,102,MS,10.6,no,192.5,344-2260,129,21.47,17.82,yes,2.86,209.6,2,126.3,0
266,121,155,1,26,6.6,415,123,HI,11.1,yes,146.7,346-8362,89,35.99,11.83,yes,3,139.2,3,211.7,0
267,93,74,3,0,7.1,415,78,NJ,,no,157.8,389-4083,101,39.25,18.96,no,2.62,223,2,230.9,0
268,126,158,1,0,,408,86,LA,10.4,no,195.4,359-6995,84,34.34,13.9,no,2.81,163.5,6,,0
269,77,124,1,0,9.82,415,123,NC,6.1,no,218.2,352-6265,127,32.05,15.47,no,1.65,182,6,188.5,0
270,118,129,0,0,8.59,510,104,DE,10.4,no,191,332-6181,83,56.83,16.33,no,2.81,192.1,6,334.3,1
271,110,127,1,0,8.2,408,100,MA,7.7,yes,182.2,371-9457,138,30.07,14.27,no,2.08,167.9,2,176.9,1
272,106,99,1,0,10.39,415,106,ID,10.9,no,230.8,406-7261,83,24.75,8.36,no,2.94,98.3,5,145.6,0
273,83,107,1,22,10.77,415,130,MO,11.2,no,239.4,344-9943,128,47.79,12.21,yes,3.02,,9,281.1,0
274,114,120,2,23,11.27,415,84,RI,7.2,no,250.5,377-5441,117,37.72,21.65,yes,1.94,254.7,5,,0
275,115,75,1,41,7.73,510,110,WA,12.4,no,171.7,367-1424,68,22.25,17.29,yes,3.35,203.4,4,130.9,0
276,93,93,3,0,10.13,415,98,LA,11.5,no,225.2,337-9345,131,30.48,15.18,no,3.11,178.6,6,179.3,0
277,93,126,0,0,14.82,415,107,NC,,no,329.3,342-1702,66,17.63,10.8,no,3.89,127,1,103.7,0
278,104,103,0,0,14.06,510,70,CT,,no,312.5,377-9178,97,27.23,11.81,no,2.62,,2,160.2,0
279,98,124,2,0,6.88,415,119,CT,9.2,no,152.8,386-8432,81,25.67,10.25,no,2.48,120.6,2,151,0
280,112,126,3,0,8.47,415,90,MS,7,no,188.3,363-9663,122,43.61,16.96,no,1.89,199.5,5,256.5,0
281,104,55,1,8,16.99,510,94,ID,9.7,no,377.5,331-7342,114,37.83,14.58,yes,2.62,171.5,2,222.5,0
282,117,41,1,0,8.75,415,108,SC,8.6,no,194.4,332-1060,110,24.41,12.95,no,2.32,152.4,3,143.6,0
283,108,71,3,0,11.85,510,92,MA,10.1,no,263.3,419-5171,126,49.37,21.58,no,2.73,253.9,5,,1
284,82,92,2,0,7.34,415,89,OR,,no,163.2,386-8536,99,33.41,16.15,no,2.92,190,2,196.5,0
285,122,87,1,19,11.24,415,89,CA,0,no,249.7,383-4802,78,28.19,15.89,yes,0,186.9,0,165.8,0
286,116,88,3,0,8.06,510,138,TX,9.6,no,179.1,414-4803,110,23.51,20.06,no,2.59,236,4,138.3,0
287,92,103,6,36,7.5,510,110,UT,10.9,no,166.7,327-3587,80,14.82,14.39,yes,2.94,,5,87.2,1
288,61,63,0,13,7.83,510,88,WI,10.3,no,174,354-3545,68,36.41,15.4,yes,2.78,181.2,2,214.2,0
289,80,189,1,0,5.88,510,117,IN,11.7,no,130.6,363-2407,69,37.38,12.18,no,3.16,143.3,7,219.9,0
290,118,147,3,24,15.86,415,116,OH,8.1,yes,352.5,365-5682,111,37.38,17.72,yes,2.19,208.5,4,219.9,0
291,86,11,3,28,8.11,415,122,DC,6,no,180.3,343-1323,80,32.4,18.71,yes,1.62,220.1,3,190.6,0
292,71,93,2,0,3.48,415,108,AZ,10.9,no,77.3,399-7865,121,46.17,19.5,no,2.94,229.4,3,,0
293,105,109,2,0,,408,87,AL,11.3,no,158.6,361-2924,110,37.21,25.49,no,3.05,299.9,4,218.9,0
294,69,154,0,0,8.14,415,141,OK,,yes,180.9,374-8329,106,24.8,17.7,no,3.89,208.2,10,145.9,1
295,94,57,0,25,9.61,408,75,OK,8.3,no,213.5,395-2854,116,30.06,16.58,yes,2.24,195,4,176.8,0
296,99,33,4,29,12.56,415,80,OR,13.9,no,279.2,380-2558,79,26.76,10.02,yes,3.75,117.9,11,157.4,1
297,93,87,1,0,10.05,415,68,ID,7.6,no,223.3,370-7546,77,26.66,18.34,no,2.05,215.8,6,156.8,0
298,110,120,1,0,7,415,103,CA,13.8,no,155.6,375-5547,83,42.86,19.22,no,3.73,226.1,3,252.1,0
299,69,144,0,0,8.58,415,73,NV,9.4,yes,190.6,375-8238,121,25.5,24.3,no,2.54,285.9,15,150,0
300,98,92,2,0,9.07,510,143,TX,9.4,no,201.6,336-9901,135,23.77,14.87,no,2.54,174.9,7,139.8,0
301,98,37,3,0,10.63,408,130,CT,14.7,no,236.2,347-7675,113,22.93,21.11,no,3.97,,2,134.9,0
302,75,63,0,0,11.37,415,118,TN,11.2,no,252.7,374-6217,97,27.97,12.57,no,3.02,147.9,2,164.5,0
303,106,88,1,27,,408,92,NC,10.9,no,189,414-4037,104,15.88,21.42,yes,2.94,252,1,93.4,0
304,137,108,0,0,5.81,415,76,MA,14.6,no,129.1,347-7741,102,30.31,16.07,no,3.94,,5,178.3,0
305,78,173,0,0,4.59,510,91,AK,10.9,no,102,349-9060,63,29.33,12.12,no,2.94,142.6,2,172.5,0
306,78,21,0,0,11.13,415,79,IL,6.8,no,247.4,343-9658,108,24.82,9.32,no,1.84,109.7,7,146,0
307,71,90,3,0,5.75,415,81,AZ,10.6,no,127.7,387-6103,91,30.45,16.2,no,2.86,190.6,7,179.1,0
308,96,174,2,0,10.13,408,108,NH,10,no,225.2,336-2829,107,23.7,12.19,no,2.7,143.4,5,139.4,0
309,99,98,1,0,,408,87,NY,,no,189.6,403-4917,130,29.19,14.86,no,2.11,174.8,6,171.7,0
310,70,47,0,28,7.5,408,106,TX,10.6,no,166.7,392-6841,105,19.07,13.16,yes,2.86,154.8,2,112.2,0
311,96,82,1,0,8.24,408,137,PA,12.9,no,183.1,359-6163,103,21.37,17.65,no,3.48,207.6,2,125.7,0
312,102,148,1,0,11.76,415,128,DC,10.9,no,261.3,329-9364,90,34.34,20.67,no,2.94,243.2,3,202,0
313,98,95,1,0,4.73,415,95,CA,8.2,no,105.2,341-3270,113,31.18,23.91,no,2.21,,8,183.4,0
314,117,72,2,0,10.84,415,96,VT,12.7,no,240.8,336-9327,93,23.78,19.01,no,3.43,223.6,4,139.9,0
315,92,90,3,0,6.61,415,114,NE,10.9,no,146.9,353-6870,123,24.74,18.5,no,2.94,217.7,2,145.5,0
316,124,106,1,0,10.35,415,116,NJ,8.2,no,230.1,397-8162,76,32.54,17.06,no,2.21,200.7,3,,0
317,95,73,2,0,9.06,408,143,NC,11,no,201.4,362-8378,113,31.93,12.68,no,2.97,149.2,4,187.8,0
318,106,86,1,0,6.27,408,44,CO,,no,139.4,419-7415,108,29.21,25.64,no,2.62,301.7,5,171.8,0
319,69,49,2,0,9.65,510,92,OR,12.4,no,214.4,376-4519,153,20.3,23.23,no,3.35,273.3,7,119.4,0
320,82,169,2,0,,408,110,NC,10,no,131.2,333-7869,67,24.23,19.67,no,2.7,231.4,4,142.5,0
321,63,69,2,31,6.89,415,90,AZ,13.2,no,153,419-3937,129,33.13,16.29,yes,3.56,191.6,2,194.9,0
322,88,100,0,38,10.92,415,108,CT,7.4,no,242.7,360-9676,72,30.11,13.91,yes,2,,2,177.1,0
323,58,193,0,31,7,415,105,ME,11.7,no,155.5,403-1742,108,12.1,10.6,yes,3.16,124.7,3,71.2,0
324,108,87,1,0,,415,102,UT,5.3,no,167.5,411-6663,66,24.87,14.6,no,1.43,171.8,9,146.3,0
325,119,54,1,0,9.79,415,123,WI,12,no,217.5,364-8981,101,19.86,10.46,no,3.24,123.1,2,116.8,0
326,96,96,1,27,8.07,415,101,MN,11.3,no,179.4,330-2881,97,44.42,18.78,yes,3.05,,2,261.3,0
327,133,60,1,0,14.78,415,92,MT,14.6,no,328.5,387-4504,112,24.65,17.77,no,3.94,209.1,2,145,0
328,110,59,0,27,7.39,408,99,MS,9.1,no,164.2,415-9553,73,21.66,8.78,yes,2.46,,3,127.4,0
329,115,137,1,0,8.65,415,144,AL,8.9,no,192.3,350-4367,99,17.8,21.23,no,2.4,249.8,2,104.7,0
330,133,133,4,0,7.28,408,140,TX,8.4,no,161.8,401-4007,84,37.59,13.62,no,2.27,160.2,3,221.1,0
331,105,134,2,34,8.38,510,133,NJ,6.1,no,186.3,373-3959,76,42.02,19.17,yes,1.65,225.5,5,,1
332,123,80,2,0,10.86,510,75,MA,10.9,no,241.4,329-2918,75,25.47,23.49,no,2.94,276.3,7,149.8,0
333,71,190,1,26,,415,88,RI,9.9,no,175.1,361-1315,103,19.84,12.4,yes,2.67,145.9,3,116.7,0
334,107,68,2,0,7.31,415,102,IN,9.4,no,162.4,386-9724,107,37.76,16.95,no,2.54,199.4,3,222.1,0
335,95,94,0,0,5.77,415,92,RI,7.7,no,128.2,348-9945,129,23.7,13.52,no,2.08,159.1,3,139.4,0
336,54,98,1,23,8.28,415,83,MS,10.8,yes,184,336-7155,90,41.74,24.88,yes,2.92,292.7,7,,0
337,121,103,5,0,9.37,510,123,VA,13,no,208.2,393-4621,73,28.53,18.1,no,3.51,212.9,3,167.8,0
338,104,107,2,0,6.92,510,68,MS,11,yes,153.8,340-8875,67,46.5,15.62,no,2.97,183.8,9,273.5,0
339,112,94,1,0,6.6,510,112,WI,,no,146.7,355-6930,108,30.11,16.49,no,1.59,194,4,177.1,0
340,129,163,1,0,8.11,415,108,ME,12.5,no,180.2,404-4486,97,20.81,9.64,no,3.38,113.4,7,122.4,0
341,115,95,6,0,11.49,408,88,NC,6.3,no,255.3,384-3413,96,21.86,18.38,no,1.7,,2,128.6,1
342,95,53,3,0,10.99,415,131,MI,11.6,no,244.3,346-5707,128,9.78,22.57,no,3.13,265.5,6,57.5,0
343,128,104,0,0,8.28,510,92,SD,9.8,no,183.9,420-9838,79,39.81,24.91,no,2.65,293.1,6,234.2,1
344,110,121,0,20,10.73,510,120,RI,,no,238.5,336-1353,107,36.02,18.28,yes,2.54,,2,211.9,0
345,131,120,1,0,7.52,408,104,MS,5.3,no,167.2,355-6291,96,36.06,17.8,no,1.43,209.4,5,212.1,1
346,141,81,1,0,12.23,510,102,IA,8,no,271.8,377-1273,96,44.44,18.33,no,2.16,215.7,6,261.4,1
347,99,108,0,0,15.97,408,60,VA,9.4,no,354.9,335-1697,75,33.75,22.76,no,2.54,267.8,3,198.5,1
348,77,47,2,37,10.44,415,102,NY,7.8,no,232,391-1348,87,27.8,17.26,yes,2.11,203.1,4,163.5,0
349,116,53,2,0,9.39,415,82,LA,7.9,no,208.7,370-8023,95,24.67,19.86,no,2.13,233.7,5,145.1,0
350,121,199,0,34,13.47,415,99,CT,,no,299.3,393-6733,94,39.2,18.65,yes,2.16,219.4,2,230.6,0
351,97,97,1,28,11.59,415,84,FL,6.7,no,257.6,415-2285,64,34.39,5.88,yes,1.81,69.2,3,202.3,0
352,102,190,1,0,8.87,415,113,ND,8.9,no,197.1,391-5442,93,28.8,21.55,no,2.4,,5,169.4,0
353,79,136,2,0,,408,113,VA,6,no,177.5,411-5078,75,24.19,13.43,no,1.62,158,11,142.3,0
354,87,100,1,0,7.66,510,56,SC,7.1,no,170.2,348-8022,77,19.7,9.46,no,1.92,,4,,0
355,81,128,2,32,6.97,510,74,SD,9.4,yes,154.9,413-9269,101,38,16.05,yes,2.54,188.8,2,223.5,1
356,96,70,3,0,11.71,415,90,RI,7.6,no,260.2,369-4962,113,22.9,20.05,no,2.05,235.9,6,134.7,0
357,102,83,3,0,8.05,415,84,NJ,8.6,no,178.9,395-6030,65,30.4,14.27,no,2.32,167.9,4,178.8,0
358,93,190,0,22,5.44,415,92,UT,8.5,no,121,398-9870,102,28.31,15.56,yes,2.3,183,3,166.5,0
359,65,67,1,40,9.78,415,93,NH,9.6,no,217.4,355-1113,128,17.83,18.39,yes,2.59,216.3,9,104.9,0
360,60,152,1,0,5.55,415,100,MN,10.4,no,123.4,378-9542,63,54.03,13,no,2.81,152.9,7,317.8,1
361,112,88,4,0,8.58,415,70,ME,11.6,no,190.6,405-5513,75,14.57,18.84,no,3.13,221.6,3,85.7,1
362,123,120,2,0,7.92,408,78,CT,7.4,yes,176,344-1136,89,34.34,15.67,no,2,184.3,2,202,1
363,114,80,2,0,7.58,415,76,KY,12.1,no,168.4,330-3008,137,37.4,17.65,no,3.27,207.7,3,220,0
364,116,64,8,40,7.6,510,89,SC,5.9,no,168.8,333-8822,94,35.7,19.78,yes,1.59,232.7,4,210,0
365,65,67,2,0,10.46,415,109,VA,9.2,no,232.4,330-7486,82,23.61,17.76,no,2.48,,3,138.9,0
366,95,41,1,41,5.21,415,120,FL,5.9,no,115.7,415-6110,74,35.24,11.67,yes,1.59,,3,207.3,0
367,101,64,1,27,6.76,415,89,DE,12.3,no,150.2,402-3599,127,34.22,12.22,yes,3.32,143.8,3,201.3,0
368,81,166,2,0,5.94,415,110,MA,9.2,no,132,363-4005,124,34.58,14.25,no,2.48,167.7,5,203.4,0
369,106,189,3,0,8.06,415,123,OK,11.3,no,179.1,383-2537,120,35.41,20.12,no,3.05,236.7,5,,0
370,97,18,3,0,9.09,408,107,GA,8.7,no,202,394-6382,105,33.49,17.31,no,2.35,203.7,3,197,0
371,59,89,1,0,8.89,415,152,NV,10.2,no,197.5,352-7915,112,22.93,13.26,no,2.75,156,5,134.9,0
372,107,37,2,0,3.78,408,110,CO,8.1,no,83.9,408-1513,123,33.92,17.64,no,2.19,207.5,4,199.5,0
373,102,78,0,0,9.26,408,64,WI,11,no,205.8,408-5916,120,14.79,16.46,no,2.97,193.6,5,87,0
374,90,155,0,0,8.25,510,119,GA,8.6,no,183.3,376-1641,103,12.1,25.87,no,2.32,304.4,4,71.2,0
375,87,99,4,0,8.59,415,76,AZ,8.7,no,190.9,327-3954,113,33.69,17.62,no,2.35,207.3,3,198.2,0
376,105,127,0,0,4.54,415,107,FL,3.3,no,100.9,344-9302,131,44.49,15.45,no,0.89,181.8,5,261.7,0
377,106,72,2,0,,415,94,NC,9.6,no,273.7,368-5758,110,23.39,12.2,no,2.59,143.5,6,,0
378,93,99,0,0,,408,95,FL,12.4,no,145.7,336-2090,67,26.4,22.58,no,3.35,265.7,4,155.3,0
379,114,77,5,0,7.24,415,115,NV,10.3,no,160.8,401-1252,81,40.66,12.75,no,2.78,150,2,239.2,0
380,83,92,4,23,5.24,415,129,ID,11.2,no,116.4,417-4063,110,28.46,21.98,yes,3.02,258.6,3,,0
381,93,110,1,0,8.68,510,106,CO,7.1,no,192.8,345-8350,105,22.42,23.18,no,1.92,272.7,4,131.9,0
382,104,90,0,26,9.6,415,104,TX,13.3,yes,213.3,355-9366,76,28.73,16.05,yes,3.59,188.8,3,169,1
383,101,124,2,0,6.15,415,112,ND,12.5,no,136.7,351-1466,62,25.55,21.75,no,3.38,,4,150.3,0
384,86,134,2,0,8.39,415,100,OH,12.9,no,186.5,406-4158,80,1.33,14.57,no,3.48,171.4,2,7.8,0
385,90,115,3,0,7.91,415,75,VA,0,no,175.8,367-3971,114,22.44,16.79,no,0,197.5,0,132,0
386,67,88,1,0,6.37,415,127,IA,10.8,no,141.5,410-2015,142,19.33,14.03,no,2.92,165.1,3,113.7,0
387,111,65,1,0,11.25,415,94,IN,2.7,no,250.1,388-9568,123,36.28,19.93,no,0.73,234.5,4,213.4,0
388,94,128,0,0,8.59,415,92,MI,7.9,no,191,422-3052,88,30.5,22.98,no,2.13,,4,179.4,0
389,94,145,2,31,10.56,408,123,WV,10.7,no,234.7,346-4919,109,36.72,19.13,yes,2.89,225.1,1,216,0
390,79,86,0,0,12.93,510,97,MA,6.2,no,287.4,330-7483,78,29.97,22.03,no,1.67,259.2,3,176.3,0
391,78,132,0,0,,408,98,NM,13.9,no,240.8,405-3848,88,36.48,21.39,no,3.75,251.7,2,214.6,0
392,77,123,0,0,10.21,408,92,NJ,12,no,226.9,336-1749,120,27.12,25.82,no,3.24,303.8,4,159.5,0
393,117,12,2,0,9.9,510,126,ND,9.8,yes,220,379-5211,110,36.84,9.9,no,2.65,116.5,4,216.7,0
394,126,126,2,0,12.84,408,112,WY,12.5,yes,285.3,339-9798,104,33.59,20.95,no,3.38,246.5,8,197.6,0
395,130,76,0,0,8.48,510,86,IA,12.5,no,188.4,330-9833,96,33.71,18.45,no,3.38,217.1,3,198.3,0
396,127,68,2,0,12.29,510,118,IN,8.9,no,273.2,330-9354,98,42.48,21.63,no,2.4,254.5,6,249.9,1
397,88,86,4,0,11.5,408,107,MD,13,no,255.6,329-2789,92,38.47,18.96,no,3.51,223,3,226.3,0
398,110,99,1,0,10.96,415,102,KS,14.1,no,243.6,407-1896,114,32.5,13.93,no,3.81,163.9,3,191.2,0
399,80,73,0,0,6.9,510,79,MD,10.6,no,153.4,341-1412,60,43.3,7.67,no,2.86,90.2,8,254.7,0
400,101,158,2,0,9.48,415,128,VA,6.9,no,210.6,396-2719,106,37.88,17.26,no,1.86,203,2,222.8,0
401,77,98,1,0,6.42,408,155,GA,8.5,no,142.6,388-8797,105,28.88,11.76,no,2.3,138.3,7,,0
402,73,161,1,0,8.74,408,79,OR,12.5,no,194.3,378-3879,79,33.42,14.47,no,3.38,170.2,3,196.6,0
403,86,132,0,0,10.67,510,72,VA,10.3,no,237,343-4696,115,13.79,20.84,no,2.78,245.2,2,81.1,0
404,109,85,0,0,,415,94,HI,12,no,188.2,362-5889,99,40.09,13.36,no,3.24,157.2,3,235.8,0
405,127,144,0,35,11.51,510,93,CT,12.8,yes,255.8,416-9021,90,29.72,18.67,yes,3.46,219.6,3,174.8,0
406,126,141,0,0,6.85,415,98,MD,9.1,no,152.2,364-5362,106,31.47,19.81,no,2.46,233,7,185.1,0
407,112,73,1,0,4.51,408,85,KS,10.8,no,100.3,385-2370,61,33.12,14.21,no,2.92,167.2,6,194.8,0
408,125,105,2,15,12.15,510,142,IA,9.7,no,269.9,349-4070,85,14.98,14.95,yes,2.62,175.9,1,88.1,0
409,84,141,0,37,14.69,415,111,WV,11.2,yes,326.4,330-8173,97,43.96,18.87,yes,3.02,222,5,258.6,0
410,106,42,1,0,,415,54,NV,5.8,no,147.1,352-5466,76,51.66,19.74,no,1.57,232.2,3,303.9,1
411,89,106,3,0,4.59,415,67,MD,15.9,no,102,409-2412,90,35.41,14.4,no,4.29,169.4,4,208.3,0
412,97,149,5,28,6.53,415,102,WI,8.8,yes,145.2,339-6637,77,21.57,14.19,yes,2.38,166.9,3,126.9,1
413,115,96,3,33,7.98,415,87,NM,10.4,no,177.4,395-9214,84,31.16,17.12,yes,2.81,201.4,15,183.3,0
414,105,121,1,0,7.61,408,133,KS,,no,169,373-5438,116,25.62,16.77,no,2.48,,15,150.7,0
415,90,71,1,31,10.8,415,78,MD,13.1,no,239.9,386-3766,102,19.62,18.48,yes,3.54,217.4,4,115.4,0
416,123,19,1,0,9.93,415,110,ME,12.9,no,220.6,404-5597,98,34.26,10.98,no,3.48,129.2,4,201.5,0
417,134,179,1,0,8.61,408,94,IL,6.1,no,191.4,415-5132,72,39.87,13.96,no,1.65,164.2,4,234.5,0
418,102,130,0,0,7.65,415,137,SC,10.6,no,170.1,396-4410,105,36.18,16.13,no,2.86,189.8,4,212.8,1
419,88,78,2,0,11.54,510,89,AK,11.7,no,256.5,418-9385,109,32.35,16.53,no,3.16,194.5,5,190.3,0
420,65,57,0,0,11.03,510,96,NJ,6.4,yes,245,330-2635,75,19.55,10.4,no,1.73,122.3,1,115,1
421,91,75,1,0,7.31,415,75,RI,13.1,no,162.4,387-8201,113,32.39,15.16,no,3.54,178.4,5,190.5,0
422,90,145,2,24,11.34,408,108,SD,15.6,no,252.1,412-1194,102,25.08,14.93,yes,4.21,175.7,3,,0
423,120,115,0,0,11.8,415,84,AK,11,no,262.2,349-1756,79,35.8,13.01,no,2.97,153.1,5,210.6,0
424,88,126,0,31,10.04,415,65,AK,8.7,no,223.2,333-5295,114,47.26,21.52,yes,2.35,253.2,4,,0
425,92,119,2,35,11.23,415,134,OH,8,no,249.5,359-5718,93,36.91,18.77,yes,2.16,220.8,5,217.1,0
426,147,55,0,0,13.03,415,118,MN,9.3,no,289.5,397-6109,55,29.85,13.75,no,2.51,161.8,4,175.6,0
427,104,45,1,26,2.85,510,119,MI,7.7,no,63.3,375-8934,103,15.59,12.8,yes,2.08,,5,91.7,0
428,101,97,3,25,7.88,408,85,AZ,4.9,no,175.2,349-7282,138,23.97,18.02,yes,1.32,212,2,141,0
429,132,125,1,0,11.88,415,126,WY,8,no,264.1,379-8248,77,23.82,17.82,no,2.16,209.6,2,140.1,0
430,116,75,3,0,9.55,415,79,VA,11.3,no,212.2,373-2091,98,38.2,16.32,no,3.05,192,11,224.7,0
431,142,225,1,0,9.81,415,63,WY,8.8,no,218,374-1213,103,31.06,20.95,no,2.38,246.5,2,182.7,0
432,129,31,0,0,7.33,415,105,ID,5.1,no,162.9,389-5649,92,30.14,12.99,no,1.38,152.8,2,177.3,0
433,78,108,1,0,8.75,415,119,CO,,no,194.4,400-5984,65,36.65,16.6,no,0.97,195.3,5,215.6,0
434,105,74,1,0,8.2,415,99,MO,11.6,no,182.2,421-2955,105,29.26,17.99,no,3.13,211.7,6,172.1,0
435,95,77,3,0,12.7,408,98,IN,11.3,no,282.3,328-7252,81,31.6,18.02,no,3.05,212,4,185.9,0
436,91,87,1,0,9.34,510,115,AZ,6.2,no,207.5,327-3053,131,18.85,13.47,no,1.67,158.5,5,110.9,0
437,115,101,1,0,12.38,415,101,MN,10.8,no,275,361-9923,145,31.26,21.75,no,2.92,255.9,11,183.9,0
